,product_id,store_id,brand_id,date,sales_product,MA7_P,LAG7_P,sales_brand,MA7_B,LAG7_B,sales_store,MA7_S,LAG7_S
2947,2,3,0,2021-05-20,2,10.857142857142858,19.0,29,36.285714285714285,47.0,41,56.0,72.0
2952,2,3,0,2021-05-21,12,8.428571428571429,13.0,23,33.714285714285715,45.0,31,51.57142857142857,54.0
2957,2,3,0,2021-05-22,14,8.285714285714286,3.0,36,30.571428571428573,28.0,53,48.285714285714285,58.0
2962,2,3,0,2021-05-23,17,9.857142857142858,11.0,38,31.714285714285715,32.0,51,47.57142857142857,49.0
2967,2,3,0,2021-05-24,18,10.714285714285714,16.0,46,32.57142857142857,38.0,76,47.857142857142854,58.0
2972,2,3,0,2021-05-25,0,11.0,6.0,31,33.714285714285715,26.0,57,50.42857142857143,48.0
2977,2,3,0,2021-05-26,5,10.142857142857142,8.0,22,34.42857142857143,38.0,48,51.714285714285715,53.0
2982,2,3,0,2021-05-27,1,9.714285714285714,2.0,24,32.142857142857146,29.0,48,51.0,41.0
2987,2,3,0,2021-05-28,13,9.571428571428571,12.0,27,31.428571428571427,23.0,54,52.0,31.0
2992,2,3,0,2021-05-29,5,9.714285714285714,14.0,41,32.0,36.0,72,55.285714285714285,53.0
2997,2,3,0,2021-05-30,13,8.428571428571429,17.0,45,32.714285714285715,38.0,61,58.0,51.0
3002,2,4,0,2021-01-01,7,,,32,33.714285714285715,46.0,57,59.42857142857143,76.0
3007,2,4,0,2021-01-02,0,,,27,31.714285714285715,31.0,49,56.714285714285715,57.0
3012,2,4,0,2021-01-03,3,,,18,31.142857142857142,22.0,35,55.57142857142857,48.0
3017,2,4,0,2021-01-04,10,,,15,30.571428571428573,24.0,49,53.714285714285715,48.0
3022,2,4,0,2021-01-05,2,,,18,29.285714285714285,27.0,27,53.857142857142854,54.0
3027,2,4,0,2021-01-06,12,,,38,28.0,41.0,56,50.0,72.0
3032,2,4,0,2021-01-07,16,,,37,27.571428571428573,45.0,66,47.714285714285715,61.0
3037,2,4,0,2021-01-08,9,7.142857142857143,7.0,36,26.428571428571427,32.0,67,48.42857142857143,57.0
3042,2,4,0,2021-01-09,11,7.428571428571429,0.0,13,27.0,27.0,29,49.857142857142854,49.0
3047,2,4,0,2021-01-10,14,9.0,3.0,33,25.0,18.0,63,47.0,35.0
3052,2,4,0,2021-01-11,9,10.571428571428571,10.0,43,27.142857142857142,15.0,56,51.0,49.0
3057,2,4,0,2021-01-12,13,10.428571428571429,2.0,16,31.142857142857142,18.0,32,52.0,27.0
3062,2,4,0,2021-01-13,12,12.0,12.0,30,30.857142857142858,38.0,60,52.714285714285715,56.0
3067,2,4,0,2021-01-14,4,12.0,16.0,20,29.714285714285715,37.0,28,53.285714285714285,66.0
3072,2,4,0,2021-01-15,5,10.285714285714286,9.0,22,27.285714285714285,36.0,39,47.857142857142854,67.0
3077,2,4,0,2021-01-16,1,9.714285714285714,11.0,20,25.285714285714285,13.0,42,43.857142857142854,29.0
3082,2,4,0,2021-01-17,16,8.285714285714286,14.0,33,26.285714285714285,33.0,54,45.714285714285715,63.0
3087,2,4,0,2021-01-18,3,8.571428571428571,9.0,28,26.285714285714285,43.0,46,44.42857142857143,56.0
3092,2,4,0,2021-01-19,13,7.714285714285714,13.0,38,24.142857142857142,16.0,46,43.0,32.0
3097,2,4,0,2021-01-20,9,7.714285714285714,12.0,21,27.285714285714285,30.0,32,45.0,60.0
3102,2,4,0,2021-01-21,2,7.285714285714286,4.0,18,26.0,20.0,48,41.0,28.0
3107,2,4,0,2021-01-22,2,7.0,5.0,10,25.714285714285715,22.0,20,43.857142857142854,39.0
3112,2,4,0,2021-01-23,14,6.571428571428571,1.0,24,24.0,20.0,43,41.142857142857146,42.0
3117,2,4,0,2021-01-24,5,8.428571428571429,16.0,36,24.571428571428573,33.0,58,41.285714285714285,54.0
3122,2,4,0,2021-01-25,16,6.857142857142857,3.0,22,25.0,28.0,41,41.857142857142854,46.0
3127,2,4,0,2021-01-26,11,8.714285714285714,13.0,19,24.142857142857142,38.0,53,41.142857142857146,46.0
3132,2,4,0,2021-01-27,19,8.428571428571429,9.0,31,21.428571428571427,21.0,67,42.142857142857146,32.0
3137,2,4,0,2021-01-28,10,9.857142857142858,2.0,40,22.857142857142858,18.0,65,47.142857142857146,48.0
3142,2,4,0,2021-01-29,3,11.0,2.0,12,26.0,10.0,24,49.57142857142857,20.0
3147,2,4,0,2021-01-30,5,11.142857142857142,14.0,27,26.285714285714285,24.0,36,50.142857142857146,43.0
3152,2,4,0,2021-01-31,0,9.857142857142858,5.0,21,26.714285714285715,36.0,46,49.142857142857146,58.0
3157,2,4,0,2021-02-01,19,9.142857142857142,16.0,55,24.571428571428573,22.0,58,47.42857142857143,41.0
3162,2,4,0,2021-02-02,15,9.571428571428571,11.0,47,29.285714285714285,19.0,69,49.857142857142854,53.0
3167,2,4,0,2021-02-03,14,10.142857142857142,19.0,25,33.285714285714285,31.0,37,52.142857142857146,67.0
3172,2,4,0,2021-02-04,16,9.428571428571429,10.0,42,32.42857142857143,40.0,68,47.857142857142854,65.0
3177,2,4,0,2021-02-05,7,10.285714285714286,3.0,17,32.714285714285715,12.0,34,48.285714285714285,24.0
3182,2,4,0,2021-02-06,11,10.857142857142858,5.0,36,33.42857142857143,27.0,44,49.714285714285715,36.0
3187,2,4,0,2021-02-07,9,11.714285714285714,0.0,32,34.714285714285715,21.0,40,50.857142857142854,46.0
3192,2,4,0,2021-02-08,14,13.0,19.0,39,36.285714285714285,55.0,60,50.0,58.0
3197,2,4,0,2021-02-09,8,12.285714285714286,15.0,32,34.0,47.0,53,50.285714285714285,69.0
3202,2,4,0,2021-02-10,1,11.285714285714286,14.0,18,31.857142857142858,25.0,27,48.0,37.0
3207,2,4,0,2021-02-11,4,9.428571428571429,16.0,37,30.857142857142858,42.0,39,46.57142857142857,68.0
3212,2,4,0,2021-02-12,5,7.714285714285714,7.0,22,30.142857142857142,17.0,47,42.42857142857143,34.0
3217,2,4,0,2021-02-13,6,7.428571428571429,11.0,28,30.857142857142858,36.0,46,44.285714285714285,44.0
3222,2,4,0,2021-02-14,0,6.714285714285714,9.0,32,29.714285714285715,32.0,60,44.57142857142857,40.0
3227,2,4,0,2021-02-15,6,5.428571428571429,14.0,10,29.714285714285715,39.0,20,47.42857142857143,60.0
3232,2,4,0,2021-02-16,19,4.285714285714286,8.0,41,25.571428571428573,32.0,52,41.714285714285715,53.0
3237,2,4,0,2021-02-17,11,5.857142857142857,1.0,30,26.857142857142858,18.0,46,41.57142857142857,27.0
3242,2,4,0,2021-02-18,15,7.285714285714286,4.0,46,28.571428571428573,37.0,59,44.285714285714285,39.0
3247,2,4,0,2021-02-19,15,8.857142857142858,5.0,37,29.857142857142858,22.0,60,47.142857142857146,47.0
3252,2,4,0,2021-02-20,10,10.285714285714286,6.0,33,32.0,28.0,38,49.0,46.0
3257,2,4,0,2021-02-21,3,10.857142857142858,0.0,10,32.714285714285715,32.0,35,47.857142857142854,60.0
3262,2,4,0,2021-02-22,12,11.285714285714286,6.0,33,29.571428571428573,10.0,68,44.285714285714285,20.0
3267,2,4,0,2021-02-23,6,12.142857142857142,19.0,23,32.857142857142854,41.0,27,51.142857142857146,52.0
3272,2,4,0,2021-02-24,3,10.285714285714286,11.0,32,30.285714285714285,30.0,67,47.57142857142857,46.0
3277,2,4,0,2021-02-25,14,9.142857142857142,15.0,30,30.571428571428573,46.0,65,50.57142857142857,59.0
3282,2,4,0,2021-02-26,18,9.0,15.0,42,28.285714285714285,37.0,55,51.42857142857143,60.0
3287,2,4,0,2021-02-27,8,9.428571428571429,10.0,35,29.0,33.0,52,50.714285714285715,38.0
3292,2,4,0,2021-02-28,10,9.142857142857142,3.0,29,29.285714285714285,10.0,59,52.714285714285715,35.0
3297,2,4,0,2021-03-01,7,10.142857142857142,12.0,39,32.0,33.0,57,56.142857142857146,68.0
3302,2,4,0,2021-03-02,0,9.428571428571429,6.0,35,32.857142857142854,23.0,48,54.57142857142857,27.0
3307,2,4,0,2021-03-03,7,8.571428571428571,3.0,30,34.57142857142857,32.0,62,57.57142857142857,67.0
3312,2,4,0,2021-03-04,12,9.142857142857142,14.0,43,34.285714285714285,30.0,62,56.857142857142854,65.0
3317,2,4,0,2021-03-05,3,8.857142857142858,18.0,31,36.142857142857146,42.0,57,56.42857142857143,55.0
3322,2,4,0,2021-03-06,7,6.714285714285714,8.0,25,34.57142857142857,35.0,47,56.714285714285715,52.0
3327,2,4,0,2021-03-07,2,6.571428571428571,10.0,29,33.142857142857146,29.0,51,56.0,59.0
3332,2,4,0,2021-03-08,8,5.428571428571429,7.0,18,33.142857142857146,39.0,52,54.857142857142854,57.0
3337,2,4,0,2021-03-09,1,5.571428571428571,0.0,8,30.142857142857142,35.0,27,54.142857142857146,48.0
3342,2,4,0,2021-03-10,1,5.714285714285714,7.0,17,26.285714285714285,30.0,35,51.142857142857146,62.0
3347,2,4,0,2021-03-11,12,4.857142857142857,12.0,32,24.428571428571427,43.0,59,47.285714285714285,62.0
3352,2,4,0,2021-03-12,14,4.857142857142857,3.0,14,22.857142857142858,31.0,33,46.857142857142854,57.0
3357,2,4,0,2021-03-13,11,6.428571428571429,7.0,35,20.428571428571427,25.0,49,43.42857142857143,47.0
3362,2,4,0,2021-03-14,3,7.0,2.0,31,21.857142857142858,29.0,57,43.714285714285715,51.0
3367,2,4,0,2021-03-15,7,7.142857142857143,8.0,33,22.142857142857142,18.0,65,44.57142857142857,52.0
3372,2,4,0,2021-03-16,8,7.0,1.0,26,24.285714285714285,8.0,35,46.42857142857143,27.0
3377,2,4,0,2021-03-17,4,8.0,1.0,31,26.857142857142858,17.0,54,47.57142857142857,35.0
3382,2,4,0,2021-03-18,19,8.428571428571429,12.0,40,28.857142857142858,32.0,49,50.285714285714285,59.0
3387,2,4,0,2021-03-19,17,9.428571428571429,14.0,33,30.0,14.0,44,48.857142857142854,33.0
3392,2,4,0,2021-03-20,10,9.857142857142858,11.0,44,32.714285714285715,35.0,66,50.42857142857143,49.0
3397,2,4,0,2021-03-21,14,9.714285714285714,3.0,46,34.0,31.0,51,52.857142857142854,57.0
3402,2,4,0,2021-03-22,8,11.285714285714286,7.0,40,36.142857142857146,33.0,56,52.0,65.0
3407,2,4,0,2021-03-23,16,11.428571428571429,8.0,42,37.142857142857146,26.0,59,50.714285714285715,35.0
3412,2,4,0,2021-03-24,11,12.571428571428571,4.0,32,39.42857142857143,31.0,51,54.142857142857146,54.0
3417,2,4,0,2021-03-25,6,13.571428571428571,19.0,28,39.57142857142857,40.0,54,53.714285714285715,49.0
3422,2,4,0,2021-03-26,9,11.714285714285714,17.0,26,37.857142857142854,33.0,29,54.42857142857143,44.0
3427,2,4,0,2021-03-27,9,10.571428571428571,10.0,26,36.857142857142854,44.0,34,52.285714285714285,66.0
3432,2,4,0,2021-03-28,12,10.428571428571429,14.0,38,34.285714285714285,46.0,63,47.714285714285715,51.0
3437,2,4,0,2021-03-29,18,10.142857142857142,8.0,44,33.142857142857146,40.0,67,49.42857142857143,56.0
3442,2,4,0,2021-03-30,10,11.571428571428571,16.0,21,33.714285714285715,42.0,30,51.0,59.0
3447,2,4,0,2021-03-31,12,10.714285714285714,11.0,47,30.714285714285715,32.0,70,46.857142857142854,51.0
3452,2,4,0,2021-04-01,7,10.857142857142858,6.0,19,32.857142857142854,28.0,52,49.57142857142857,54.0
3457,2,4,0,2021-04-02,7,11.0,9.0,32,31.571428571428573,26.0,52,49.285714285714285,29.0
3462,2,4,0,2021-04-03,3,10.714285714285714,9.0,33,32.42857142857143,26.0,63,52.57142857142857,34.0
3467,2,4,0,2021-04-04,14,9.857142857142858,12.0,40,33.42857142857143,38.0,57,56.714285714285715,63.0
3472,2,4,0,2021-04-05,10,10.142857142857142,18.0,22,33.714285714285715,44.0,51,55.857142857142854,67.0
3477,2,4,0,2021-04-06,10,9.0,10.0,21,30.571428571428573,21.0,37,53.57142857142857,30.0
3482,2,4,0,2021-04-07,0,9.0,12.0,18,30.571428571428573,47.0,34,54.57142857142857,70.0
3487,2,4,0,2021-04-08,16,7.285714285714286,7.0,32,26.428571428571427,19.0,55,49.42857142857143,52.0
3492,2,4,0,2021-04-09,14,8.571428571428571,7.0,26,28.285714285714285,32.0,42,49.857142857142854,52.0
3497,2,4,0,2021-04-10,19,9.571428571428571,3.0,39,27.428571428571427,33.0,53,48.42857142857143,63.0
3502,2,4,0,2021-04-11,5,11.857142857142858,14.0,20,28.285714285714285,40.0,30,47.0,57.0
3507,2,4,0,2021-04-12,14,10.571428571428571,10.0,42,25.428571428571427,22.0,79,43.142857142857146,51.0
3512,2,4,0,2021-04-13,8,11.142857142857142,10.0,29,28.285714285714285,21.0,47,47.142857142857146,37.0
3517,2,4,0,2021-04-14,13,10.857142857142858,0.0,47,29.428571428571427,18.0,71,48.57142857142857,34.0
3522,2,4,0,2021-04-15,17,12.714285714285714,16.0,52,33.57142857142857,32.0,77,53.857142857142854,55.0
3527,2,4,0,2021-04-16,16,12.857142857142858,14.0,44,36.42857142857143,26.0,69,57.0,42.0
3532,2,4,0,2021-04-17,17,13.142857142857142,19.0,30,39.0,39.0,39,60.857142857142854,53.0
3537,2,4,0,2021-04-18,4,12.857142857142858,5.0,17,37.714285714285715,20.0,42,58.857142857142854,30.0
3542,2,4,0,2021-04-19,19,12.714285714285714,14.0,37,37.285714285714285,42.0,67,60.57142857142857,79.0
3547,2,4,0,2021-04-20,19,13.428571428571429,8.0,50,36.57142857142857,29.0,86,58.857142857142854,47.0
3552,2,4,0,2021-04-21,8,15.0,13.0,23,39.57142857142857,47.0,56,64.42857142857143,71.0
3557,2,4,0,2021-04-22,10,14.285714285714286,17.0,26,36.142857142857146,52.0,49,62.285714285714285,77.0
3562,2,4,0,2021-04-23,0,13.285714285714286,16.0,14,32.42857142857143,44.0,46,58.285714285714285,69.0
3567,2,4,0,2021-04-24,17,11.0,17.0,27,28.142857142857142,30.0,55,55.0,39.0
3572,2,4,0,2021-04-25,5,11.0,4.0,21,27.714285714285715,17.0,31,57.285714285714285,42.0
3577,2,4,0,2021-04-26,1,11.142857142857142,19.0,17,28.285714285714285,37.0,31,55.714285714285715,67.0
3582,2,4,0,2021-04-27,14,8.571428571428571,19.0,47,25.428571428571427,50.0,65,50.57142857142857,86.0
3587,2,4,0,2021-04-28,13,7.857142857142857,8.0,47,25.0,23.0,62,47.57142857142857,56.0
3592,2,4,0,2021-04-29,4,8.571428571428571,10.0,24,28.428571428571427,26.0,34,48.42857142857143,49.0
3597,2,4,0,2021-04-30,5,7.714285714285714,0.0,23,28.142857142857142,14.0,29,46.285714285714285,46.0
3602,2,4,0,2021-05-01,5,8.428571428571429,17.0,23,29.428571428571427,27.0,48,43.857142857142854,55.0
3607,2,4,0,2021-05-02,17,6.714285714285714,5.0,31,28.857142857142858,21.0,54,42.857142857142854,31.0
3612,2,4,0,2021-05-03,13,8.428571428571429,1.0,25,30.285714285714285,17.0,33,46.142857142857146,31.0
3617,2,4,0,2021-05-04,9,10.142857142857142,14.0,19,31.428571428571427,47.0,20,46.42857142857143,65.0
3622,2,4,0,2021-05-05,13,9.428571428571429,13.0,25,27.428571428571427,47.0,38,40.0,62.0
3627,2,4,0,2021-05-06,12,9.428571428571429,4.0,32,24.285714285714285,24.0,48,36.57142857142857,34.0
3632,2,4,0,2021-05-07,2,10.571428571428571,5.0,10,25.428571428571427,23.0,16,38.57142857142857,29.0
3637,2,4,0,2021-05-08,5,10.142857142857142,5.0,17,23.571428571428573,23.0,18,36.714285714285715,48.0
3642,2,4,0,2021-05-09,7,10.142857142857142,17.0,24,22.714285714285715,31.0,57,32.42857142857143,54.0
3647,2,4,0,2021-05-10,11,8.714285714285714,13.0,16,21.714285714285715,25.0,50,32.857142857142854,33.0
3652,2,4,0,2021-05-11,12,8.428571428571429,9.0,39,20.428571428571427,19.0,59,35.285714285714285,20.0
3657,2,4,0,2021-05-12,10,8.857142857142858,13.0,25,23.285714285714285,25.0,47,40.857142857142854,38.0
3662,2,4,0,2021-05-13,11,8.428571428571429,12.0,26,23.285714285714285,32.0,38,42.142857142857146,48.0
3667,2,4,0,2021-05-14,0,8.285714285714286,2.0,9,22.428571428571427,10.0,15,40.714285714285715,16.0
3672,2,4,0,2021-05-15,16,8.0,5.0,34,22.285714285714285,17.0,52,40.57142857142857,18.0
3677,2,4,0,2021-05-16,15,9.571428571428571,7.0,15,24.714285714285715,24.0,30,45.42857142857143,57.0
3682,2,4,0,2021-05-17,10,10.714285714285714,11.0,16,23.428571428571427,16.0,26,41.57142857142857,50.0
3687,2,4,0,2021-05-18,12,10.571428571428571,12.0,26,23.428571428571427,39.0,32,38.142857142857146,59.0
3692,2,4,0,2021-05-19,17,10.571428571428571,10.0,30,21.571428571428573,25.0,48,34.285714285714285,47.0
3697,2,4,0,2021-05-20,10,11.571428571428571,11.0,29,22.285714285714285,26.0,53,34.42857142857143,38.0
3702,2,4,0,2021-05-21,11,11.428571428571429,0.0,20,22.714285714285715,9.0,45,36.57142857142857,15.0
3707,2,4,0,2021-05-22,5,13.0,16.0,14,24.285714285714285,34.0,30,40.857142857142854,52.0
3712,2,4,0,2021-05-23,8,11.428571428571429,15.0,28,21.428571428571427,15.0,59,37.714285714285715,30.0
3717,2,4,0,2021-05-24,15,10.428571428571429,10.0,34,23.285714285714285,16.0,66,41.857142857142854,26.0
3722,2,4,0,2021-05-25,3,11.142857142857142,12.0,9,25.857142857142858,26.0,31,47.57142857142857,32.0
3727,2,4,0,2021-05-26,2,9.857142857142858,17.0,24,23.428571428571427,30.0,52,47.42857142857143,48.0
3732,2,4,0,2021-05-27,15,7.714285714285714,10.0,27,22.571428571428573,29.0,41,48.0,53.0
3737,2,4,0,2021-05-28,11,8.428571428571429,11.0,18,22.285714285714285,20.0,44,46.285714285714285,45.0
3742,2,4,0,2021-05-29,10,8.428571428571429,5.0,28,22.0,14.0,38,46.142857142857146,30.0
3747,2,4,0,2021-05-30,4,9.142857142857142,8.0,17,24.0,28.0,40,47.285714285714285,59.0
3,3,0,1,2021-01-01,8,,,17,22.428571428571427,34.0,39,,
8,3,0,1,2021-01-02,2,,,19,20.0,9.0,48,,
13,3,0,1,2021-01-03,16,,,28,21.428571428571427,24.0,53,,
18,3,0,1,2021-01-04,2,,,6,22.0,27.0,29,,
23,3,0,1,2021-01-05,15,,,15,19.0,18.0,57,,
28,3,0,1,2021-01-06,3,,,3,18.571428571428573,28.0,32,,
33,3,0,1,2021-01-07,17,,,34,15.0,17.0,64,,
38,3,0,1,2021-01-08,16,9.0,8.0,30,17.428571428571427,17.0,63,46.0,39.0
43,3,0,1,2021-01-09,6,10.142857142857142,2.0,22,19.285714285714285,19.0,41,49.42857142857143,48.0
48,3,0,1,2021-01-10,4,10.714285714285714,16.0,14,19.714285714285715,28.0,52,48.42857142857143,53.0
53,3,0,1,2021-01-11,11,9.0,2.0,27,17.714285714285715,6.0,57,48.285714285714285,29.0
58,3,0,1,2021-01-12,16,10.285714285714286,15.0,28,20.714285714285715,15.0,46,52.285714285714285,57.0
63,3,0,1,2021-01-13,12,10.428571428571429,3.0,12,22.571428571428573,3.0,40,50.714285714285715,32.0
68,3,0,1,2021-01-14,2,11.714285714285714,17.0,3,23.857142857142858,34.0,35,51.857142857142854,64.0
73,3,0,1,2021-01-15,8,9.571428571428571,16.0,16,19.428571428571427,30.0,42,47.714285714285715,63.0
78,3,0,1,2021-01-16,16,8.428571428571429,6.0,18,17.428571428571427,22.0,26,44.714285714285715,41.0
83,3,0,1,2021-01-17,16,9.857142857142858,4.0,16,16.857142857142858,14.0,27,42.57142857142857,52.0
88,3,0,1,2021-01-18,19,11.571428571428571,11.0,34,17.142857142857142,27.0,63,39.0,57.0
93,3,0,1,2021-01-19,15,12.714285714285714,16.0,20,18.142857142857142,28.0,52,39.857142857142854,46.0
98,3,0,1,2021-01-20,12,12.571428571428571,12.0,28,17.0,12.0,72,40.714285714285715,40.0
103,3,0,1,2021-01-21,18,12.571428571428571,2.0,22,19.285714285714285,3.0,53,45.285714285714285,35.0
108,3,0,1,2021-01-22,16,14.857142857142858,8.0,20,22.0,16.0,54,47.857142857142854,42.0
113,3,0,1,2021-01-23,3,16.0,16.0,8,22.571428571428573,18.0,35,49.57142857142857,26.0
118,3,0,1,2021-01-24,11,14.142857142857142,16.0,13,21.142857142857142,16.0,47,50.857142857142854,27.0
123,3,0,1,2021-01-25,8,13.428571428571429,19.0,12,20.714285714285715,34.0,34,53.714285714285715,63.0
128,3,0,1,2021-01-26,18,11.857142857142858,15.0,22,17.571428571428573,20.0,40,49.57142857142857,52.0
133,3,0,1,2021-01-27,11,12.285714285714286,12.0,20,17.857142857142858,28.0,52,47.857142857142854,72.0
138,3,0,1,2021-01-28,8,12.142857142857142,18.0,17,16.714285714285715,22.0,52,45.0,53.0
143,3,0,1,2021-01-29,6,10.714285714285714,16.0,24,16.0,20.0,42,44.857142857142854,54.0
148,3,0,1,2021-01-30,13,9.285714285714286,3.0,29,16.571428571428573,8.0,69,43.142857142857146,35.0
153,3,0,1,2021-01-31,19,10.714285714285714,11.0,32,19.571428571428573,13.0,61,48.0,47.0
158,3,0,1,2021-02-01,18,11.857142857142858,8.0,26,22.285714285714285,12.0,51,50.0,34.0
163,3,0,1,2021-02-02,14,13.285714285714286,18.0,27,24.285714285714285,22.0,44,52.42857142857143,40.0
168,3,0,1,2021-02-03,15,12.714285714285714,11.0,15,25.0,20.0,49,53.0,52.0
173,3,0,1,2021-02-04,4,13.285714285714286,8.0,22,24.285714285714285,17.0,48,52.57142857142857,52.0
178,3,0,1,2021-02-05,2,12.714285714285714,6.0,14,25.0,24.0,47,52.0,42.0
183,3,0,1,2021-02-06,11,12.142857142857142,13.0,23,23.571428571428573,29.0,78,52.714285714285715,69.0
188,3,0,1,2021-02-07,19,11.857142857142858,19.0,22,22.714285714285715,32.0,40,54.0,61.0
193,3,0,1,2021-02-08,3,11.857142857142858,18.0,3,21.285714285714285,26.0,14,51.0,51.0
198,3,0,1,2021-02-09,15,9.714285714285714,14.0,31,18.0,27.0,74,45.714285714285715,44.0
203,3,0,1,2021-02-10,6,9.857142857142858,15.0,13,18.571428571428573,15.0,52,50.0,49.0
208,3,0,1,2021-02-11,12,8.571428571428571,4.0,13,18.285714285714285,22.0,38,50.42857142857143,48.0
213,3,0,1,2021-02-12,9,9.714285714285714,2.0,16,17.0,14.0,27,49.0,47.0
218,3,0,1,2021-02-13,6,10.714285714285714,11.0,12,17.285714285714285,23.0,34,46.142857142857146,78.0
223,3,0,1,2021-02-14,13,10.0,19.0,14,15.714285714285714,22.0,44,39.857142857142854,40.0
228,3,0,1,2021-02-15,4,9.142857142857142,3.0,6,14.571428571428571,3.0,34,40.42857142857143,14.0
233,3,0,1,2021-02-16,2,9.285714285714286,15.0,19,15.0,31.0,38,43.285714285714285,74.0
238,3,0,1,2021-02-17,10,7.428571428571429,6.0,21,13.285714285714286,13.0,62,38.142857142857146,52.0
243,3,0,1,2021-02-18,10,8.0,12.0,10,14.428571428571429,13.0,19,39.57142857142857,38.0
248,3,0,1,2021-02-19,17,7.714285714285714,9.0,28,14.0,16.0,68,36.857142857142854,27.0
253,3,0,1,2021-02-20,14,8.857142857142858,6.0,18,15.714285714285714,12.0,39,42.714285714285715,34.0
258,3,0,1,2021-02-21,11,10.0,13.0,27,16.571428571428573,14.0,67,43.42857142857143,44.0
263,3,0,1,2021-02-22,8,9.714285714285714,4.0,23,18.428571428571427,6.0,57,46.714285714285715,34.0
268,3,0,1,2021-02-23,9,10.285714285714286,2.0,23,20.857142857142858,19.0,36,50.0,38.0
273,3,0,1,2021-02-24,11,11.285714285714286,10.0,25,21.428571428571427,21.0,60,49.714285714285715,62.0
278,3,0,1,2021-02-25,16,11.428571428571429,10.0,20,22.0,10.0,50,49.42857142857143,19.0
283,3,0,1,2021-02-26,5,12.285714285714286,17.0,18,23.428571428571427,28.0,50,53.857142857142854,68.0
288,3,0,1,2021-02-27,6,10.571428571428571,14.0,7,22.0,18.0,37,51.285714285714285,39.0
293,3,0,1,2021-02-28,13,9.428571428571429,11.0,23,20.428571428571427,27.0,47,51.0,67.0
298,3,0,1,2021-03-01,12,9.714285714285714,8.0,30,19.857142857142858,23.0,65,48.142857142857146,57.0
303,3,0,1,2021-03-02,7,10.285714285714286,9.0,13,20.857142857142858,23.0,41,49.285714285714285,36.0
308,3,0,1,2021-03-03,9,10.0,11.0,14,19.428571428571427,25.0,43,50.0,60.0
313,3,0,1,2021-03-04,8,9.714285714285714,16.0,9,17.857142857142858,20.0,52,47.57142857142857,50.0
318,3,0,1,2021-03-05,17,8.571428571428571,5.0,22,16.285714285714285,18.0,57,47.857142857142854,50.0
323,3,0,1,2021-03-06,1,10.285714285714286,6.0,18,16.857142857142858,7.0,42,48.857142857142854,37.0
328,3,0,1,2021-03-07,4,9.571428571428571,13.0,5,18.428571428571427,23.0,31,49.57142857142857,47.0
333,3,0,1,2021-03-08,4,8.285714285714286,12.0,21,15.857142857142858,30.0,34,47.285714285714285,65.0
338,3,0,1,2021-03-09,5,7.142857142857143,7.0,19,14.571428571428571,13.0,49,42.857142857142854,41.0
343,3,0,1,2021-03-10,18,6.857142857142857,9.0,36,15.428571428571429,14.0,77,44.0,43.0
348,3,0,1,2021-03-11,7,8.142857142857142,8.0,8,18.571428571428573,9.0,45,48.857142857142854,52.0
353,3,0,1,2021-03-12,15,8.0,17.0,34,18.428571428571427,22.0,79,47.857142857142854,57.0
358,3,0,1,2021-03-13,12,7.714285714285714,1.0,17,20.142857142857142,18.0,37,51.0,42.0
363,3,0,1,2021-03-14,0,9.285714285714286,4.0,0,20.0,5.0,20,50.285714285714285,31.0
368,3,0,1,2021-03-15,19,8.714285714285714,4.0,33,19.285714285714285,21.0,62,48.714285714285715,34.0
373,3,0,1,2021-03-16,16,10.857142857142858,5.0,25,21.0,19.0,63,52.714285714285715,49.0
378,3,0,1,2021-03-17,6,12.428571428571429,18.0,24,21.857142857142858,36.0,34,54.714285714285715,77.0
383,3,0,1,2021-03-18,12,10.714285714285714,7.0,28,20.142857142857142,8.0,42,48.57142857142857,45.0
388,3,0,1,2021-03-19,3,11.428571428571429,15.0,7,23.0,34.0,25,48.142857142857146,79.0
393,3,0,1,2021-03-20,3,9.714285714285714,12.0,6,19.142857142857142,17.0,25,40.42857142857143,37.0
398,3,0,1,2021-03-21,5,8.428571428571429,0.0,14,17.571428571428573,0.0,42,38.714285714285715,20.0
403,3,0,1,2021-03-22,18,9.142857142857142,19.0,34,19.571428571428573,33.0,77,41.857142857142854,62.0
408,3,0,1,2021-03-23,11,9.0,16.0,20,19.714285714285715,25.0,49,44.0,63.0
413,3,0,1,2021-03-24,6,8.285714285714286,6.0,22,19.0,24.0,68,42.0,34.0
418,3,0,1,2021-03-25,9,8.285714285714286,12.0,28,18.714285714285715,28.0,50,46.857142857142854,42.0
423,3,0,1,2021-03-26,18,7.857142857142857,3.0,22,18.714285714285715,7.0,62,48.0,25.0
428,3,0,1,2021-03-27,6,10.0,3.0,7,20.857142857142858,6.0,25,53.285714285714285,25.0
433,3,0,1,2021-03-28,2,10.428571428571429,5.0,7,21.0,14.0,41,53.285714285714285,42.0
438,3,0,1,2021-03-29,12,10.0,18.0,13,20.0,34.0,42,53.142857142857146,77.0
443,3,0,1,2021-03-30,12,9.142857142857142,11.0,24,17.0,20.0,48,48.142857142857146,49.0
448,3,0,1,2021-03-31,17,9.285714285714286,6.0,27,17.571428571428573,22.0,54,48.0,68.0
453,3,0,1,2021-04-01,19,10.857142857142858,9.0,29,18.285714285714285,28.0,53,46.0,50.0
458,3,0,1,2021-04-02,7,12.285714285714286,18.0,22,18.428571428571427,22.0,50,46.42857142857143,62.0
